DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HR,2018,5.00,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HR,2019,4.76,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HR,2020,4.61,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HR,2021,4.78,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2011,3.94,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2012,4.00,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2013,4.29,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2014,4.33,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2015,4.30,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2016,4.26,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2017,4.27,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2018,4.35,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2019,4.23,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2020,4.16,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,HU,2021,4.15,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2011,4.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2012,4.82,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2013,4.73,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2014,4.90,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2015,4.50,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2016,4.45,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2017,4.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2018,4.23,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2019,4.03,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2020,4.07,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IE,2021,3.83,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2011,3.32,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2012,3.36,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2013,3.36,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2014,3.12,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2015,3.43,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2016,3.33,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2017,3.59,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IS,2018,3.21,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2011,5.73,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2012,5.64,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2013,5.85,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2014,5.78,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2015,5.84,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2016,6.27,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2017,5.92,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2018,6.09,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2019,6.01,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2020,5.75,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,IT,2021,5.86,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2011,5.84,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2012,5.32,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2013,6.05,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2014,6.10,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2015,7.46,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2016,7.06,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2017,7.28,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2018,7.09,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2019,6.44,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2020,6.14,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LT,2021,6.14,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2011,3.97,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2012,4.13,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2013,4.59,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2014,4.42,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2015,4.26,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2016,4.62,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2017,4.56,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2018,5.18,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2019,5.34,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2020,4.99,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LU,2021,4.59,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2011,6.50,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2012,6.47,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2013,6.32,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2014,6.48,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2015,6.51,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2016,6.20,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2017,6.30,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2018,6.78,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2019,6.54,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2020,6.27,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2021,6.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,LV,2022,6.33,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2013,8.54,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2014,7.27,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2015,7.48,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2016,7.38,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2017,7.57,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2018,7.37,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2019,6.72,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,ME,2020,5.96,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2012,10.20,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2013,8.37,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2014,7.22,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2015,6.62,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2016,6.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2017,6.38,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2018,6.16,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2019,5.56,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MK,2020,5.92,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2011,4.01,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2012,3.94,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2013,4.14,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2014,4.05,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2015,4.15,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2016,4.22,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2017,4.21,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2018,4.28,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2019,4.18,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2020,4.69,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,MT,2021,5.03,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2011,3.75,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2012,3.61,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2013,3.58,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2014,3.83,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2015,3.82,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2016,3.93,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2017,3.99,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2018,4.05,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2019,3.94,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2020,4.15,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2021,3.88,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NL,2022,3.94,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2011,3.28,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2012,3.21,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2013,3.25,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2014,3.41,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2015,3.50,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2016,3.69,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2017,3.90,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2018,3.71,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2019,3.81,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,NO,2020,3.78,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2011,4.95,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2012,4.92,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2013,4.88,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2014,4.91,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2015,4.92,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2016,4.76,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2017,4.56,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2018,4.25,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2019,4.37,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2020,4.07,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PL,2021,4.03,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2011,5.68,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2012,5.82,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2013,6.01,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2014,6.23,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2015,6.01,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2016,5.88,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2017,5.75,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2018,5.22,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2019,5.16,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2020,4.99,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,PT,2021,5.66,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2011,6.24,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2012,6.60,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2013,6.83,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2014,7.24,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2015,8.32,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2016,7.20,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2017,6.45,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2018,7.21,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2019,7.08,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2020,6.62,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RO,2021,7.14,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2013,8.59,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2014,9.41,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2015,10.70,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2016,11.02,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2017,9.38,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2018,8.58,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2019,6.46,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2020,6.06,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,RS,2021,5.95,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2011,3.95,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2012,3.98,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2013,3.97,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2014,4.15,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2015,4.06,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2016,4.25,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2017,4.27,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2018,4.13,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2019,4.33,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2020,4.12,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SE,2021,4.04,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2011,3.46,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2012,3.44,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2013,3.60,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2014,3.70,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2015,3.60,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2016,3.56,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2017,3.42,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2018,3.38,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2019,3.39,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2020,3.32,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SI,2021,3.24,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2011,3.81,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2012,3.73,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2013,3.58,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2014,3.93,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2015,3.54,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2016,3.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2017,3.49,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2018,3.03,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2019,3.34,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,SK,2020,3.03,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2011,9.51,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2012,9.33,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2013,8.70,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2014,8.35,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2015,8.61,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2016,8.65,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2017,8.68,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2018,8.66,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2019,8.35,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2020,9.20,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,TR,2021,8.80,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2011,5.34,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2012,4.98,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2013,4.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2014,5.06,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2015,5.23,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2016,5.12,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2017,5.40,b
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,UK,2018,5.63,
ESTAT:TESPM151(1.0),03/04/23 23:00:00,A,TOTAL,T,RAT,XK,2018,15.58,
